file	line	col	expected	found	pair_signature	root	reason	entry_example
src/v2_lens_determinism.rs	163	64	Witness<Rc<DeterminismFact>>	Witness<DeterminismFact>	expected `Witness<Rc<DeterminismFact>>`, found `Witness<DeterminismFact>`	RESIDUE-witness	witness_parametrization_tail	03_ingest
src/v2_lens_enforcement_standing_intent.rs	104	20	ScopeRoster	Rc<ScopeRoster>	expected `ScopeRoster`, found `Rc<ScopeRoster>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_lens_enforcement_standing_intent.rs	105	24	SubjectRoster	Rc<SubjectRoster>	expected `SubjectRoster`, found `Rc<SubjectRoster>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_lens_enforcement_standing_intent.rs	109	24	ConsumerRequirement	Rc<ConsumerRequirement>	expected `ConsumerRequirement`, found `Rc<ConsumerRequirement>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_lens_enforcement_standing_intent.rs	131	20	ScopeRoster	Rc<ScopeRoster>	expected `ScopeRoster`, found `Rc<ScopeRoster>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_lens_enforcement_standing_intent.rs	132	24	SubjectRoster	Rc<SubjectRoster>	expected `SubjectRoster`, found `Rc<SubjectRoster>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_lens_enforcement_standing_intent.rs	136	24	ConsumerRequirement	Rc<ConsumerRequirement>	expected `ConsumerRequirement`, found `Rc<ConsumerRequirement>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_lens_enforcement_standing_intent.rs	156	20	ScopeRoster	Rc<ScopeRoster>	expected `ScopeRoster`, found `Rc<ScopeRoster>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_lens_enforcement_standing_intent.rs	157	24	SubjectRoster	Rc<SubjectRoster>	expected `SubjectRoster`, found `Rc<SubjectRoster>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_lens_enforcement_standing_intent.rs	161	24	ConsumerRequirement	Rc<ConsumerRequirement>	expected `ConsumerRequirement`, found `Rc<ConsumerRequirement>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_lens_enforcement_standing_intent.rs	183	20	ScopeRoster	Rc<ScopeRoster>	expected `ScopeRoster`, found `Rc<ScopeRoster>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_lens_enforcement_standing_intent.rs	184	24	SubjectRoster	Rc<SubjectRoster>	expected `SubjectRoster`, found `Rc<SubjectRoster>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_lens_enforcement_standing_intent.rs	188	24	ConsumerRequirement	Rc<ConsumerRequirement>	expected `ConsumerRequirement`, found `Rc<ConsumerRequirement>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_lens_enforcement_standing_intent.rs	208	20	ScopeRoster	Rc<ScopeRoster>	expected `ScopeRoster`, found `Rc<ScopeRoster>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_lens_enforcement_standing_intent.rs	209	24	SubjectRoster	Rc<SubjectRoster>	expected `SubjectRoster`, found `Rc<SubjectRoster>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_lens_enforcement_standing_intent.rs	213	24	ConsumerRequirement	Rc<ConsumerRequirement>	expected `ConsumerRequirement`, found `Rc<ConsumerRequirement>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_lens_enforcement_standing_intent.rs	215	32	Vector<NarrowingReason>	Vector<Rc<NarrowingReason>>	expected `Vector<NarrowingReason>`, found `Vector<Rc<NarrowingReason>>`	RESIDUE	unclassified_pair: Vector<NarrowingReason> | Vector<Rc<NarrowingReason>>	03_ingest
src/v2_lens_enforcement_standing_intent.rs	239	20	ScopeRoster	Rc<ScopeRoster>	expected `ScopeRoster`, found `Rc<ScopeRoster>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_lens_enforcement_standing_intent.rs	240	24	SubjectRoster	Rc<SubjectRoster>	expected `SubjectRoster`, found `Rc<SubjectRoster>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_lens_enforcement_standing_intent.rs	244	24	ConsumerRequirement	Rc<ConsumerRequirement>	expected `ConsumerRequirement`, found `Rc<ConsumerRequirement>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_lens_enforcement_standing_intent.rs	246	32	Vector<NarrowingReason>	Vector<Rc<NarrowingReason>>	expected `Vector<NarrowingReason>`, found `Vector<Rc<NarrowingReason>>`	RESIDUE	unclassified_pair: Vector<NarrowingReason> | Vector<Rc<NarrowingReason>>	03_ingest
src/v2_lens_fact_density.rs	69	11	Nat	Rc<Nat>	expected `Nat`, found `Rc<Nat>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_lens_machine_shape.rs	190	5	Rc<MachineShapeWalkResult>	MachineShapeWalkResult	expected `Rc<MachineShapeWalkResult>`, found `MachineShapeWalkResult`	R1	under_wrapped_bare_leaf	03_ingest
src/v2_std_artifact.rs	84	14	Rc<Refined<Rc<Artifact>>>	Refined<Rc<Artifact>>	expected `Rc<Refined<Rc<Artifact>>>`, found `Refined<Rc<Artifact>>`	R1	under_wrapped_bare_leaf	03_ingest
src/v2_std_cardinality.rs	97	51	Nat	Rc<Nat>	expected `Nat`, found `Rc<Nat>`	R1	over_wrapped_rc_leaf	05_emit
src/v2_std_cardinality.rs	581	35	Rc<Witness<Rc<v2_std_cardinality::TerminationProof>>>	Rc<Edge>	expected `Rc<Witness<Rc<v2_std_cardinality::TerminationProof>>>`, found `Rc<Edge>`	R5	duplicate_type_authority_across_modules	05_emit
src/v2_std_collection.rs	93	13	HashMap<K, V>	Rc<PartialFunction<_, _>>	expected `HashMap<K, V>`, found `Rc<PartialFunction<_, _>>`	T3	collection_carrier_record_vs_native_im	05_emit
src/v2_std_collection.rs	96	28	&HashMap<String, _>	&Rc<HashMap<K, V>>	expected `&HashMap<String, _>`, found `&Rc<HashMap<K, V>>`	T3	collection_carrier_record_vs_native_im	05_emit
src/v2_std_collection.rs	102	5	&HashMap<String, V>	&Rc<HashMap<K, V>>	expected `&HashMap<String, V>`, found `&Rc<HashMap<K, V>>`	T3	collection_carrier_record_vs_native_im	05_emit
src/v2_std_compilers_lexing.rs	235	13	Vector<Rc<Token>>	Rc<Vector<Rc<Token>>>	expected `Vector<Rc<Token>>`, found `Rc<Vector<Rc<Token>>>`	R1	over_wrapped_rc_leaf	05_emit
src/v2_std_compilers_target_model.rs	497	14	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_string_vs_freemonoid_vec	05_emit
src/v2_std_compilers_target_model.rs	2217	43	i64	String	expected `i64`, found `String`	RESIDUE	unclassified_pair: i64 | String	05_emit
src/v2_std_compilers_target_model.rs	2464	15	String	i64	expected `String`, found `i64`	RESIDUE	unclassified_pair: String | i64	05_emit
src/v2_std_compilers_target_model.rs	2727	62	HashMap<_, _>	Rc<HashMap<_, _>>	expected `HashMap<_, _>`, found `Rc<HashMap<_, _>>`	R1	over_wrapped_rc_leaf	05_emit
src/v2_std_compilers_target_model.rs	6051	5	Rc<Rc<PartialFunction<String, Rc<...>>>>	Rc<HashMap<_, _>>	expected `Rc<Rc<PartialFunction<String, Rc<...>>>>`, found `Rc<HashMap<_, _>>`	R1	nested_rc_wrap_depth	05_emit
src/v2_std_compilers_target_model.rs	6178	82	Rc<Rc<PartialFunction<String, Rc<...>>>>	Rc<HashMap<String, Rc<...>>>	expected `Rc<Rc<PartialFunction<String, Rc<...>>>>`, found `Rc<HashMap<String, Rc<...>>>`	R1	nested_rc_wrap_depth	05_emit
src/v2_std_compilers_target_model.rs	6178	103	Rc<HashMap<String, Rc<...>>>	Rc<Rc<PartialFunction<String, Rc<...>>>>	expected `Rc<HashMap<String, Rc<...>>>`, found `Rc<Rc<PartialFunction<String, Rc<...>>>>`	R1	nested_rc_wrap_depth	05_emit
src/v2_std_compilers_target_model.rs	6193	21	&HashMap<String, _>	&Rc<Rc<PartialFunction<String, ...>>>	expected `&HashMap<String, _>`, found `&Rc<Rc<PartialFunction<String, ...>>>`	T3	collection_carrier_record_vs_native_im	05_emit
src/v2_std_compilers_target_model.rs	6237	137	&HashMap<String, _>	&Rc<Rc<PartialFunction<String, ...>>>	expected `&HashMap<String, _>`, found `&Rc<Rc<PartialFunction<String, ...>>>`	T3	collection_carrier_record_vs_native_im	05_emit
src/v2_std_compilers_target_model.rs	6262	47	&HashMap<String, _>	&Rc<Rc<PartialFunction<String, ...>>>	expected `&HashMap<String, _>`, found `&Rc<Rc<PartialFunction<String, ...>>>`	T3	collection_carrier_record_vs_native_im	05_emit
src/v2_std_compilers_target_model.rs	6947	90	TargetUseSiteOwnershipLookup	TargetUseSiteOwnershipCatalogLookup	expected `TargetUseSiteOwnershipLookup`, found `TargetUseSiteOwnershipCatalogLookup`	RESIDUE	unclassified_pair: TargetUseSiteOwnershipLookup | TargetUseSiteOwnershipCatalogLookup	05_emit
src/v2_std_determinism.rs	21	5	Rc<Determinism>	Determinism	expected `Rc<Determinism>`, found `Determinism`	R1	under_wrapped_bare_leaf	03_ingest
src/v2_std_fold_assembly.rs	258	38	Rc<Outcome<Rc<Vector<Rc<Vector<...>>>>>>	Rc<Outcome<Rc<Vector<Rc<Node>>>>>	expected `Rc<Outcome<Rc<Vector<Rc<Vector<...>>>>>>`, found `Rc<Outcome<Rc<Vector<Rc<Node>>>>>`	RESIDUE	unclassified_pair: Rc<Outcome<Rc<Vector<Rc<Vector<...>>>>>> | Rc<Outcome<Rc<Vector<Rc<Node>>>>>	05_emit
src/v2_std_grammar.rs	395	13	OrdSet<String>	Rc<PointwisePower<_>>	expected `OrdSet<String>`, found `Rc<PointwisePower<_>>`	T3	collection_carrier_record_vs_native_im	03_ingest
src/v2_std_grammar.rs	396	13	OrdSet<String>	Rc<PointwisePower<_>>	expected `OrdSet<String>`, found `Rc<PointwisePower<_>>`	T3	collection_carrier_record_vs_native_im	05_emit
src/v2_std_grammar.rs	1285	29	Rc<DeriveGrammarRelationTokensProgress>	DeriveGrammarRelationTokensProgress	expected `Rc<DeriveGrammarRelationTokensProgress>`, found `DeriveGrammarRelationTokensProgress`	R1	under_wrapped_bare_leaf	03_ingest
src/v2_std_grammar.rs	1286	29	Rc<DeriveGrammarRelationTokensProgress>	DeriveGrammarRelationTokensProgress	expected `Rc<DeriveGrammarRelationTokensProgress>`, found `DeriveGrammarRelationTokensProgress`	R1	under_wrapped_bare_leaf	05_emit
src/v2_std_grammar.rs	1364	21	Witness<Rc<Vector<Rc<Edge>>>>	Witness<()>	expected `Witness<Rc<Vector<Rc<Edge>>>>`, found `Witness<()>`	RESIDUE-witness	witness_parametrization_tail	03_ingest
src/v2_std_grammar.rs	1365	12	()	Rc<Vector<Rc<Edge>>>	expected `()`, found `Rc<Vector<Rc<Edge>>>`	T4	record_emitted_as_tuple	03_ingest
src/v2_std_grammar.rs	1365	21	Witness<Rc<Vector<Rc<Edge>>>>	Witness<()>	expected `Witness<Rc<Vector<Rc<Edge>>>>`, found `Witness<()>`	RESIDUE-witness	witness_parametrization_tail	05_emit
src/v2_std_grammar.rs	1366	12	()	Rc<Vector<Rc<Edge>>>	expected `()`, found `Rc<Vector<Rc<Edge>>>`	T4	record_emitted_as_tuple	05_emit
src/v2_std_host_transport.rs	149	17	Rc<Correction>	Option<_>	expected `Rc<Correction>`, found `Option<_>`	C	correction_optional_collapse	05_emit
src/v2_std_host_transport.rs	157	17	Rc<Correction>	Option<_>	expected `Rc<Correction>`, found `Option<_>`	C	correction_optional_collapse	05_emit
src/v2_std_integer.rs	315	5	Rc<DecimalDigitsStep>	DecimalDigitsStep	expected `Rc<DecimalDigitsStep>`, found `DecimalDigitsStep`	R1	under_wrapped_bare_leaf	05_emit
src/v2_std_integer.rs	316	5	Rc<DecimalDigitStep>	DecimalDigitStep	expected `Rc<DecimalDigitStep>`, found `DecimalDigitStep`	R1	under_wrapped_bare_leaf	05_emit
src/v2_std_integer.rs	331	5	Rc<DecimalDigitsStep>	DecimalDigitsStep	expected `Rc<DecimalDigitsStep>`, found `DecimalDigitsStep`	R1	under_wrapped_bare_leaf	05_emit
src/v2_std_integer.rs	332	5	Rc<DecimalDigitStep>	DecimalDigitStep	expected `Rc<DecimalDigitStep>`, found `DecimalDigitStep`	R1	under_wrapped_bare_leaf	05_emit
src/v2_std_integer.rs	392	5	Rc<DecimalDigitsStep>	DecimalDigitsStep	expected `Rc<DecimalDigitsStep>`, found `DecimalDigitsStep`	R1	under_wrapped_bare_leaf	05_emit
src/v2_std_integer.rs	415	5	Rc<DecimalDigitsStep>	DecimalDigitsStep	expected `Rc<DecimalDigitsStep>`, found `DecimalDigitsStep`	R1	under_wrapped_bare_leaf	05_emit
src/v2_std_integer.rs	870	5	Rc<DecimalNonZeroMagnitude>	DecimalNonZeroMagnitude	expected `Rc<DecimalNonZeroMagnitude>`, found `DecimalNonZeroMagnitude`	R1	under_wrapped_bare_leaf	05_emit
src/v2_std_integer.rs	1149	5	String	Rc<Vector<i64>>	expected `String`, found `Rc<Vector<i64>>`	T2	text_carrier_string_vs_freemonoid_vec	05_emit
src/v2_std_language_model.rs	44	13	OrdSet<String>	Rc<PointwisePower<_>>	expected `OrdSet<String>`, found `Rc<PointwisePower<_>>`	T3	collection_carrier_record_vs_native_im	05_emit
src/v2_std_logic.rs	53	5	bool	Bool	expected `bool`, found `Bool`	B2	modeled_bool_enum_vs_native_bool	05_emit
src/v2_std_logic.rs	53	5	bool	True	expected `bool`, found `True`	B2	modeled_bool_enum_vs_native_bool	03_ingest
src/v2_std_logic.rs	54	5	bool	Bool	expected `bool`, found `Bool`	B2	modeled_bool_enum_vs_native_bool	05_emit
src/v2_std_logic.rs	54	5	bool	False	expected `bool`, found `False`	RESIDUE	unclassified_pair: bool | False	03_ingest
src/v2_std_logic.rs	54	14	bool	Bool	expected `bool`, found `Bool`	B2	modeled_bool_enum_vs_native_bool	03_ingest
src/v2_std_logic.rs	54	20	bool	Bool	expected `bool`, found `Bool`	B2	modeled_bool_enum_vs_native_bool	05_emit
src/v2_std_logic.rs	57	5	bool	Bool	expected `bool`, found `Bool`	B2	modeled_bool_enum_vs_native_bool	05_emit
src/v2_std_logic.rs	57	5	bool	True	expected `bool`, found `True`	B2	modeled_bool_enum_vs_native_bool	03_ingest
src/v2_std_logic.rs	57	13	bool	Bool	expected `bool`, found `Bool`	B2	modeled_bool_enum_vs_native_bool	03_ingest
src/v2_std_logic.rs	57	19	bool	Bool	expected `bool`, found `Bool`	B2	modeled_bool_enum_vs_native_bool	05_emit
src/v2_std_logic.rs	58	5	bool	Bool	expected `bool`, found `Bool`	B2	modeled_bool_enum_vs_native_bool	05_emit
src/v2_std_logic.rs	58	5	bool	False	expected `bool`, found `False`	RESIDUE	unclassified_pair: bool | False	03_ingest
src/v2_std_logic.rs	61	5	bool	Bool	expected `bool`, found `Bool`	B2	modeled_bool_enum_vs_native_bool	05_emit
src/v2_std_logic.rs	61	5	bool	True	expected `bool`, found `True`	B2	modeled_bool_enum_vs_native_bool	03_ingest
src/v2_std_logic.rs	61	13	bool	Bool	expected `bool`, found `Bool`	B2	modeled_bool_enum_vs_native_bool	03_ingest
src/v2_std_logic.rs	61	19	bool	Bool	expected `bool`, found `Bool`	B2	modeled_bool_enum_vs_native_bool	05_emit
src/v2_std_logic.rs	62	5	bool	Bool	expected `bool`, found `Bool`	B2	modeled_bool_enum_vs_native_bool	05_emit
src/v2_std_logic.rs	62	5	bool	False	expected `bool`, found `False`	RESIDUE	unclassified_pair: bool | False	03_ingest
src/v2_std_logic.rs	64	10	bool	Bool	expected `bool`, found `Bool`	B2	modeled_bool_enum_vs_native_bool	05_emit
src/v2_std_logic.rs	65	13	bool	Bool	expected `bool`, found `Bool`	B2	modeled_bool_enum_vs_native_bool	05_emit
src/v2_std_model_core.rs	245	13	HashMap<String, Rc<Node>>	Rc<PartialFunction<_, _>>	expected `HashMap<String, Rc<Node>>`, found `Rc<PartialFunction<_, _>>`	T3	collection_carrier_record_vs_native_im	05_emit
src/v2_std_model_core.rs	359	5	Rc<PrimitiveFactBundle>	PrimitiveFactBundle	expected `Rc<PrimitiveFactBundle>`, found `PrimitiveFactBundle`	R1	under_wrapped_bare_leaf	05_emit
src/v2_std_node.rs	69	9	std_occurrence_identity::OccurrenceId	v2_std_node::OccurrenceId	expected `std_occurrence_identity::OccurrenceId`, found `v2_std_node::OccurrenceId`	R5	duplicate_type_authority_across_modules	01_tokenize
src/v2_std_node.rs	71	9	std_occurrence_identity::OccurrenceId	v2_std_node::OccurrenceId	expected `std_occurrence_identity::OccurrenceId`, found `v2_std_node::OccurrenceId`	R5	duplicate_type_authority_across_modules	05_emit
src/v2_std_node.rs	78	9	v2_std_node::OccurrenceId	std_occurrence_identity::OccurrenceId	expected `v2_std_node::OccurrenceId`, found `std_occurrence_identity::OccurrenceId`	R5	duplicate_type_authority_across_modules	01_tokenize
src/v2_std_node.rs	80	9	v2_std_node::OccurrenceId	std_occurrence_identity::OccurrenceId	expected `v2_std_node::OccurrenceId`, found `std_occurrence_identity::OccurrenceId`	R5	duplicate_type_authority_across_modules	05_emit
src/v2_std_node.rs	84	100	std_occurrence_identity::OccurrenceId	v2_std_node::OccurrenceId	expected `std_occurrence_identity::OccurrenceId`, found `v2_std_node::OccurrenceId`	R5	duplicate_type_authority_across_modules	01_tokenize
src/v2_std_node.rs	86	100	std_occurrence_identity::OccurrenceId	v2_std_node::OccurrenceId	expected `std_occurrence_identity::OccurrenceId`, found `v2_std_node::OccurrenceId`	R5	duplicate_type_authority_across_modules	05_emit
src/v2_std_node.rs	913	5	String	Rc<Fnv1a64Structural>	expected `String`, found `Rc<Fnv1a64Structural>`	T7	seed_prelude_hash_name_collision	01_tokenize
src/v2_std_node.rs	915	5	String	Rc<Fnv1a64Structural>	expected `String`, found `Rc<Fnv1a64Structural>`	T7	seed_prelude_hash_name_collision	05_emit
src/v2_std_node.rs	1328	75	String	Rc<Fnv1a64Structural>	expected `String`, found `Rc<Fnv1a64Structural>`	T7	seed_prelude_hash_name_collision	01_tokenize
src/v2_std_node.rs	1330	75	String	Rc<Fnv1a64Structural>	expected `String`, found `Rc<Fnv1a64Structural>`	T7	seed_prelude_hash_name_collision	05_emit
src/v2_std_node.rs	1334	386	Rc<Fnv1a64Structural>	String	expected `Rc<Fnv1a64Structural>`, found `String`	T7	seed_prelude_hash_name_collision	01_tokenize
src/v2_std_node.rs	1334	386	String	Rc<Fnv1a64Structural>	expected `String`, found `Rc<Fnv1a64Structural>`	T7	seed_prelude_hash_name_collision	01_tokenize
src/v2_std_node.rs	1336	386	Rc<Fnv1a64Structural>	String	expected `Rc<Fnv1a64Structural>`, found `String`	T7	seed_prelude_hash_name_collision	05_emit
src/v2_std_node.rs	1336	386	String	Rc<Fnv1a64Structural>	expected `String`, found `Rc<Fnv1a64Structural>`	T7	seed_prelude_hash_name_collision	05_emit
src/v2_std_node.rs	1339	24	String	Rc<Fnv1a64Structural>	expected `String`, found `Rc<Fnv1a64Structural>`	T7	seed_prelude_hash_name_collision	01_tokenize
src/v2_std_node.rs	1340	40	String	Rc<Fnv1a64Structural>	expected `String`, found `Rc<Fnv1a64Structural>`	T7	seed_prelude_hash_name_collision	01_tokenize
src/v2_std_node.rs	1340	66	Rc<Fnv1a64Structural>	String	expected `Rc<Fnv1a64Structural>`, found `String`	T7	seed_prelude_hash_name_collision	01_tokenize
src/v2_std_node.rs	1340	127	Rc<Fnv1a64Structural>	String	expected `Rc<Fnv1a64Structural>`, found `String`	T7	seed_prelude_hash_name_collision	01_tokenize
src/v2_std_node.rs	1341	24	String	Rc<Fnv1a64Structural>	expected `String`, found `Rc<Fnv1a64Structural>`	T7	seed_prelude_hash_name_collision	05_emit
src/v2_std_node.rs	1342	40	String	Rc<Fnv1a64Structural>	expected `String`, found `Rc<Fnv1a64Structural>`	T7	seed_prelude_hash_name_collision	05_emit
src/v2_std_node.rs	1342	66	Rc<Fnv1a64Structural>	String	expected `Rc<Fnv1a64Structural>`, found `String`	T7	seed_prelude_hash_name_collision	05_emit
src/v2_std_node.rs	1342	127	Rc<Fnv1a64Structural>	String	expected `Rc<Fnv1a64Structural>`, found `String`	T7	seed_prelude_hash_name_collision	05_emit
src/v2_std_provenance.rs	78	27	String	OccurrenceId	expected `String`, found `OccurrenceId`	RESIDUE	unclassified_pair: String | OccurrenceId	03_ingest
src/v2_std_provenance.rs	83	111	&HashMap<String, _>	&Rc<HashMap<OccurrenceId, Rc<...>>>	expected `&HashMap<String, _>`, found `&Rc<HashMap<OccurrenceId, Rc<...>>>`	T3	collection_carrier_record_vs_native_im	03_ingest
src/v2_std_provenance.rs	85	33	&HashMap<String, _>	&Rc<HashMap<OccurrenceId, Rc<...>>>	expected `&HashMap<String, _>`, found `&Rc<HashMap<OccurrenceId, Rc<...>>>`	T3	collection_carrier_record_vs_native_im	03_ingest
src/v2_std_text.rs	65	59	i64	Box<i64>	expected `i64`, found `Box<i64>`	RESIDUE	unclassified_pair: i64 | Box<i64>	05_emit
src/v2_std_verdict.rs	141	11	Nat	Rc<Nat>	expected `Nat`, found `Rc<Nat>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_std_verdict.rs	142	11	Nat	Rc<Nat>	expected `Nat`, found `Rc<Nat>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_std_verdict.rs	143	15	Nat	Rc<Nat>	expected `Nat`, found `Rc<Nat>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_std_verdict.rs	153	11	Nat	Rc<Nat>	expected `Nat`, found `Rc<Nat>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_std_verdict.rs	154	11	Rc<Nat>	Nat	expected `Rc<Nat>`, found `Nat`	R1	under_wrapped_bare_leaf	03_ingest
src/v2_std_verdict.rs	161	11	Nat	Rc<Nat>	expected `Nat`, found `Rc<Nat>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_std_verdict.rs	162	11	Rc<Nat>	Nat	expected `Rc<Nat>`, found `Nat`	R1	under_wrapped_bare_leaf	03_ingest
src/v2_std_verdict.rs	168	11	Nat	Rc<Nat>	expected `Nat`, found `Rc<Nat>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_std_verdict.rs	169	11	Rc<Nat>	Nat	expected `Rc<Nat>`, found `Nat`	R1	under_wrapped_bare_leaf	03_ingest
src/v2_std_verdict.rs	175	11	Nat	Rc<Nat>	expected `Nat`, found `Rc<Nat>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_std_verdict.rs	176	11	Rc<Nat>	Nat	expected `Rc<Nat>`, found `Nat`	R1	under_wrapped_bare_leaf	03_ingest
src/v2_std_verdict.rs	183	15	Nat	Rc<Nat>	expected `Nat`, found `Rc<Nat>`	R1	over_wrapped_rc_leaf	03_ingest
src/v2_std_verdict.rs	184	11	Rc<Nat>	Nat	expected `Rc<Nat>`, found `Nat`	R1	under_wrapped_bare_leaf	03_ingest
src/v2_std_verdict.rs	195	13	Rc<Nat>	Nat	expected `Rc<Nat>`, found `Nat`	R1	under_wrapped_bare_leaf	03_ingest
src/v2_std_verdict.rs	195	54	Rc<Nat>	Nat	expected `Rc<Nat>`, found `Nat`	R1	under_wrapped_bare_leaf	03_ingest
